PubmedID,Title,Publication Date,Non-academic Author(s),Company Affiliation(s),Corresponding Author Email
31313942,Effects of dose modifications on the safety and efficacy of dacomitinib for <i>EGFR</i> mutation-positive non-small-cell lung cancer.,2019-08-01,Linke Rolf,SFJ,None
39581892,Real-world quality-of-life of patients with HR+/HER2- advanced breast cancer treated with palbociclib plus endocrine therapy: EORTC QLQ-C30 results from POLARIS.,2025-02-01,Migas John,Oncology Associates,grocque@uabmc.edu.
35046678,Treatment Outcomes of High-Risk Non-Muscle Invasive Bladder Cancer (HR-NMIBC) in Real-World Evidence (RWE) Studies: Systematic Literature Review (SLR).,2022-01-01,Musat Mihaela Georgiana; Kwon Christina Soeun; Forsythe Anna,a Wholly Owned Subsidiary of Cytel,None
34419726,"Population-based recurrence rates among older women with HR-positive, HER2-negative early breast cancer: Clinical risk factors, frailty status, and differences by race.",2021-10-01,Cueto Jenilee; Mitra Debanjali; Law Ernest H,Pfizer,gcalip@uic.edu.
32869649,Network meta analysis of first-line therapy for advanced EGFR mutation positive non-small-cell lung cancer: updated overall survival.,2020-12-01,Farris MeganS; Larkin-Kaiser Kelly A; Scory Tayler,Medlior Health Outcomes Research,None
38869771,"Neoadjuvant talazoparib in patients with germline BRCA1/2 mutation-positive, early-stage triple-negative breast cancer: exploration of tumor BRCA mutational status.",2024-09-01,Yuan Yuan; Mata Marielena; Laird A Douglas,Department of Medical Oncology &; Pfizer,mtelli@stanford.edu.
36849516,Analysis of acquired resistance mechanisms to osimertinib in patients with EGFR-mutated advanced non-small cell lung cancer from the AURA3 trial.,2023-02-27,Collins Barbara,Simbiotic Consulting,vpapadimitrakopoulou@gmail.com.
39786430,Phase II Open-Label Trial of Brentuximab Vedotin with Pembrolizumab in PD-1-Pretreated Metastatic Non-Small Cell Lung Cancer and Metastatic Cutaneous Melanoma.,2025-03-03,Chaney Marya; Lu Hailing; Berndt Jason; O'Connor Brian P; Rathi Kapil; Shaikh Eeman,Pfizer,None
33937954,Pharmacokinetics of Lorlatinib After Single and Multiple Dosing in Patients with Anaplastic Lymphoma Kinase (ALK)-Positive Non-Small Cell Lung Cancer: Results from a Global Phase I/II Study.,2021-10-01,O'Gorman Melissa T,Pfizer,Joseph.Chen@pfizer.com.
39868402,Occurrence and management of thrombosis recurrence and bleeding in low-molecular-weight heparin-treated patients with cancer-associated thrombosis: a French nationwide cohort study.,2025-01-01,Mokgokong Ruth,Pfizer,None
21700731,"Phase II study of single-agent bosutinib, a Src/Abl tyrosine kinase inhibitor, in patients with locally advanced or metastatic breast cancer pretreated with chemotherapy.",2012-03-01,Munster P N,Departments of Breast and Experimental,m-campone@nantes.fnclcc.fr.
37318349,"Neoadjuvant Talazoparib in Patients With Germline BRCA1/2 Mutation-Positive, Early-Stage Triple-Negative Breast Cancer: Results of a Phase II Study.",2023-10-03,Yuan Yuan; Niyazov Alexander; Chakrabarti Jayeta; Czibere Akos,Department of Medical Oncology &; Pfizer,None
38650388,Mortality burden of pre-treatment weight loss in patients with non-small-cell lung cancer: A systematic literature review and meta-analysis.,2024-08-01,Smoyer Karen E,Envision,None
33584653,"Proceedings From the First International Workshop at Sidra Medicine: ""Engineered Immune Cells in Cancer Immunotherapy (EICCI): From Discovery to Off-the-Shelf Development"", 15<sup>th</sup>-16<sup>th</sup> February 2019, Doha, Qatar.",2020-01-01,Brentjens Renier; Buchholz Christian J; van der Vliet Hans J,Cellular; Research Unit for Molecular; Lava,None
38817906,"Clinical characteristics, treatment patterns, and outcomes in adult patients with germline <i>BRCA1/2</i>-mutated, HER2-negative advanced breast cancer: a retrospective medical record review in the United States.",2024-01-01,Arruda Lillian Shahied; Niyazov Alexander,Pfizer,None
34080140,The Cost-Effectiveness of Lorlatinib Versus Chemotherapy as a Second- or Third-Line Treatment in Anaplastic Lymphoma Kinase (ALK)-Positive Non-small-cell Lung Cancer in Sweden.,2021-08-01,Masters Elizabeth T; Iadeluca Laura,Pfizer,Fredrik.Nilsson@pfizer.com.
28786423,Characterisation of the HLA-DRB1*07:01 biomarker for lapatinib-induced liver toxicity during treatment of early-stage breast cancer patients with lapatinib in combination with trastuzumab and/or taxanes.,2018-05-22,Warren L; Williams L S; Jackson N; Byrne J,Teva; Novartis; Adaptimmune,None
30502785,Important Group Differences on the Functional Assessment of Cancer Therapy-Kidney Symptom Index Disease-Related Symptoms in Patients with Metastatic Renal Cell Carcinoma.,2018-12-01,Cappelleri Joseph C; Ramaswamy Krishnan; Hariharan Subramanian; Bushmakin Andrew G,Pfizer,d-cella@northwestern.edu.
36124924,"Talazoparib, a Poly(ADP-ribose) Polymerase Inhibitor, for Metastatic Castration-resistant Prostate Cancer and DNA Damage Response Alterations: TALAPRO-1 Safety Analyses.",2022-10-01,Dorff Tanya; Chen Hsiang-Chun; Di Santo Nicola,Medical Oncology &; Pfizer,None
32653773,Accelerating drug development for neuroblastoma: Summary of the Second Neuroblastoma Drug Development Strategy forum from Innovative Therapies for Children with Cancer and International Society of Paediatric Oncology Europe Neuroblastoma.,2020-09-01,Buckland Sean; Caron Hubert,Pfizer; Hoffmann-La Roche,lucas.moreno@vhebron.net.
34207794,Vitamin D Supplementation Regulates Postoperative Serum Levels of PD-L1 in Patients with Digestive Tract Cancer and Improves Survivals in the Highest Quintile of PD-L1: A Post Hoc Analysis of the AMATERASU Randomized Controlled Trial.,2021-06-09,Morita Makoto,Pfizer Japan,None
28270497,"NeoPalAna: Neoadjuvant Palbociclib, a Cyclin-Dependent Kinase 4/6 Inhibitor, and Anastrozole for Clinical Stage 2 or 3 Estrogen Receptor-Positive Breast Cancer.",2017-08-01,Bartlett Cynthia Huang; Koehler Maria,Pfizer,cynthiaxma@wustl.edu
30770294,"Patient-reported outcomes following enzalutamide or placebo in men with non-metastatic, castration-resistant prostate cancer (PROSPER): a multicentre, randomised, double-blind, phase 3 trial.",2019-04-01,Morlock Robert,Astellas Pharma,bertrand.tombal@uclouvain.be.
35133617,"Long-Term Safety and Effectiveness of PF-05280014 (a Trastuzumab Biosimilar) Treatment in Patients with HER2-Positive Metastatic Breast Cancer: Updated Results of a Randomized, Double-Blind Study.",2022-01-01,Tajima Kentaro,Pfizer Japan,Rubikli@yahoo.com.
33634624,Palbociclib Plus Fulvestrant in Korean Patients from PALOMA-3 With Hormone Receptor-Positive/Human Epidermal Growth Factor Receptor 2-Negative Advanced Breast Cancer.,2021-02-01,Bananis Eustratios; Huang Xin,Pfizer,moisa@snu.ac.kr.
30124753,Quality of life with talazoparib versus physician's choice of chemotherapy in patients with advanced breast cancer and germline BRCA1/2 mutation: patient-reported outcomes from the EMBRACA phase III trial.,2018-09-01,Quek R G W; Markova D; Bhattacharyya H; Hannah A L,Pfizer,johannes.ettl@tum.de.
35131133,Efficacy and safety of the BNT162b2 mRNA COVID-19 vaccine in participants with a history of cancer: subgroup analysis of a global phase 3 randomized clinical trial.,2022-03-01,Lockhart Stephen P; Hariharan Subramanian; Kitchin Nicholas; Bailey Ruth; Liau Katherine; Koury Kenneth; Dychter Samuel S; Lu Claire; Gruber William C,Pfizer,ThomStep@upstate.edu.
36517634,Prostate-specific antigen response and clinical progression-free survival in Black and White men with chemotherapy-naïve metastatic castration-resistant prostate cancer treated with enzalutamide in a real-world setting.,2023-09-01,Hong Agnes; El-Chaar Nader; Ramaswamy Krishnan; Nimke David,Astellas Pharma; Pfizer,stephen.freedland@cshs.org.
39360943,Efficacy in patients with <i>EGFR</i>-positive non-small-cell lung cancer treated with dacomitinib who had skin adverse events: <i>post hoc</i> analyses from ARCHER 1050.,2024-01-01,Linke Rolf,SFJ Pharmaceuticals,None
40139460,Final Survival Results from the Penelope-B trial investigating palbociclib vs placebo for patients with high-risk HR+/HER2- breast cancer and residual disease after neoadjuvant chemotherapy - PENELOPE-B.,2025-03-24,Loibl S; Zhang Z; Hirmas N; Holtschmidt J; Nekljudova V,Forschungs; Pfizer,sibylle.loibl@gbg.de.
39348626,Registry of Genetic Alterations of Taiwan Non-Small Cell Lung Cancer by Comprehensive Next-Generation Sequencing: A Real-World Cohort Study-Taiwan Cooperative Oncology Group T1521.,2024-09-01,Ku Fan-Chen; Fang Wei-Tse,Co; Pfizer,None
30359909,Quality of life with talazoparib after platinum or multiple cytotoxic non-platinum regimens in patients with advanced breast cancer and germline BRCA1/2 mutations: patient-reported outcomes from the ABRAZO phase 2 trial.,2018-11-01,Quek R G W; Bhattacharyya H; Hannah A L,Pfizer,SHurvitz@mednet.ucla.edu.
27029704,"Quality of life with palbociclib plus fulvestrant in previously treated hormone receptor-positive, HER2-negative metastatic breast cancer: patient-reported outcomes from the PALOMA-3 trial.",2016-06-01,Loibl S,German Breast Group Forschungs,nadia.harbeck@med.uni-muenchen.de.
35429901,"Overall survival with palbociclib plus endocrine therapy versus capecitabine in postmenopausal patients with hormone receptor-positive, HER2-negative metastatic breast cancer in the PEARL study.",2022-06-01,Corsaro Massimo; Huang Xin,Pfizer,mmartin@geicam.org.
39368244,Systematic review and network meta-analysis of lorlatinib with comparison to other anaplastic lymphoma kinase (ALK) tyrosine kinase inhibitors (TKIs) as first-line treatment for ALK-positive advanced non-smallcell lung cancer (NSCLC).,2024-11-01,Polli Anna; Thomaidou Despina; Le Hannah,Pfizer,Hannah.Le@pfizer.com.
35846244,"Health-related Quality of Life in Hormone Receptor-Positive Early Breast Cancer: Analyses From the Surveillance, Epidemiology, and End Results Medicare Health Outcomes Survey.",2022-01-01,Cueto Jenilee; Mitra Debanjali; Law Ernest H,Pfizer,None
30839234,Management of common adverse events related to first-line dacomitinib use in <i>EGFR</i> mutation-positive non-small-cell lung cancer: a pooled safety analysis.,2019-05-01,Wang Tao; Sandin Rickard; Noonan Kay; Gernhardt Diana,Pfizer,None
19225039,"The effect of breast cancer resistance protein and P-glycoprotein on the brain penetration of flavopiridol, imatinib mesylate (Gleevec), prazosin, and 2-methoxy-3-(4-(2-(5-methyl-2-phenyloxazol-4-yl)ethoxy)phenyl)propanoic acid (PF-407288) in mice.",2009-05-01,Zhou Lin,Pfizer,None
31065873,"Surrogate threshold effect based on a meta-analysis for the predictive value of progression-free survival for overall survival in hormone receptor-positive, HER2-negative metastatic breast cancer.",2019-08-01,Böhme Sarah; Hücherig Stephanie; Jeratsch Ulli; Kürschner Niclas,Pfizer Deutschland; AMS Advanced Medical Services,m.lux@vincenz.de.
34385241,A phase 3 randomised study of enzalutamide plus leuprolide and enzalutamide monotherapy in high-risk non-metastatic hormone-sensitive prostate cancer with rising PSA after local therapy: EMBARK study design.,2021-08-12,Sugg Jennifer; Haas Gabriel P,Astellas,stephen.freedland@cshs.org.
32472430,Treatment Sequencing in Patients with Anaplastic Lymphoma Kinase-Positive Non-Small Cell Lung Cancer in Japan: A Real-World Observational Study.,2020-07-01,Mardekian Jack; Wiltshire Robin; Togo Kanae,Pfizer; Pfizer Japan,ygoto-tky@umin.net.
25456362,"Dacomitinib as first-line treatment in patients with clinically or molecularly selected advanced non-small-cell lung cancer: a multicentre, open-label, phase 2 trial.",2014-12-01,Zhang Hui,Research & Development Co,pasi_janne@dfci.harvard.edu.
33331989,Updated Overall Survival in a Randomized Study Comparing Dacomitinib with Gefitinib as First-Line Treatment in Patients with Advanced Non-Small-Cell Lung Cancer and EGFR-Activating Mutations.,2021-02-01,Chawla Alka; Noonan Kay,SFJ; Pfizer,syylwu@live.cn.
38749072,Efficacy and safety of crizotinib in the treatment of advanced non-small cell lung cancer with ROS1 gene fusion: a systematic literature review and meta-analysis of real-world evidence.,2024-06-01,Rifi Nada; Le Hannah,Pfizer,esnadal@iconcologia.net.
39947094,Brain metastases and mortality in patients with ALK + metastatic non-small cell lung cancer treated with second-generation ALK tyrosine kinase inhibitors as first-line targeted therapies: An observational cohort study.,2025-03-01,Marcum Zachary A; Davis Matthew,Medicus Economics,upretyd@karmanos.org.
20231298,A multicenter international randomized phase III study comparing cisplatin in combination with irinotecan or etoposide in previously untreated small-cell lung cancer patients with extensive disease.,2010-09-01,Zhang X; Cisar L,Pfizer,zatloukp@fnb.cz.
34756500,"Corrigendum to 'Quality of life in patients with BRAF-mutant melanoma receiving the combination encorafenib plus binimetinib: Results from a multicentre, open-label, randomised, phase III study (COLUMBUS)' [European Journal of Cancer 152 (2021) 116-128].",2022-01-01,Gollerkeri Ashwin,Pfizer,helgogas@gmail.com.
35660971,Efficacy and safety of lorlatinib in Asian and non-Asian patients with ALK-positive advanced non-small cell lung cancer: Subgroup analysis of a global phase 2 trial.,2022-07-01,Hooi Wong Chew,Pfizer Pte,ross_soo@nuhs.edu.sg.
26894413,Impact of palbociclib plus letrozole on pain severity and pain interference with daily activities in patients with estrogen receptor-positive/human epidermal growth factor receptor 2-negative advanced breast cancer as first-line treatment.,2016-05-01,Bell T; Bhattacharyya H; Zanotti G; Randolph S; Kim S; Huang X; Huang Bartlett C,a Pfizer; d Pfizer,None
37441939,Paediatric Strategy Forum for medicinal product development of DNA damage response pathway inhibitors in children and adolescents with cancer: ACCELERATE in collaboration with the European Medicines Agency with participation of the Food and Drug Administration.,2023-09-01,Gounaris Ioannis; Unger T J,Merck Serono; Repare,andy1pearson@btinternet.com.
32336645,"Effect of Enzalutamide plus Androgen Deprivation Therapy on Health-related Quality of Life in Patients with Metastatic Hormone-sensitive Prostate Cancer: An Analysis of the ARCHES Randomised, Placebo-controlled, Phase 3 Study.",2020-10-01,Morlock Robert; Ramaswamy Krishnan,Astellas Pharma; Pfizer,arnulf.stenzl@med.uni-tuebingen.de.
27368881,"Palbociclib in Combination With Fulvestrant in Women With Hormone Receptor-Positive/HER2-Negative Advanced Metastatic Breast Cancer: Detailed Safety Analysis From a Multicenter, Randomized, Placebo-Controlled, Phase III Study (PALOMA-3).",2016-10-01,Schnell Patrick; Zhang Ke; Thiele Alexandra,Pfizer,DrSunil.Verma@ahs.ca.
29209525,Final results of the large-scale multinational trial PROFILE 1005: efficacy and safety of crizotinib in previously treated patients with advanced/metastatic ALK-positive non-small-cell lung cancer.,2017-01-01,Reisman Arlene,Pfizer Global Innovative,None
28958502,"Dacomitinib versus gefitinib as first-line treatment for patients with EGFR-mutation-positive non-small-cell lung cancer (ARCHER 1050): a randomised, open-label, phase 3 trial.",2017-11-01,Tsuji Fumito; Linke Rolf,SFJ,syylwu@live.cn.
33385521,"Palbociclib in combination with endocrine therapy versus capecitabine in hormonal receptor-positive, human epidermal growth factor 2-negative, aromatase inhibitor-resistant metastatic breast cancer: a phase III randomised controlled trial-PEARL.",2021-04-01,Koehler M,Repare,mmartin@geicam.org.
33721611,"Safety and efficacy of first-line dacomitinib in Asian patients with EGFR mutation-positive non-small cell lung cancer: Results from a randomized, open-label, phase 3 trial (ARCHER 1050).",2021-04-01,Linke Rolf; Wong Chew Hooi; Zhu Fanfan; Wilner Keith D,SFJ Pharmaceuticals; Pfizer,syylwu@live.cn.
28899363,A phase I open-label dose-escalation study of the anti-HER3 monoclonal antibody LJM716 in patients with advanced squamous cell carcinoma of the esophagus or head and neck and HER2-overexpressing breast or gastric cancer.,2017-09-12,Salgia Ravi; Seroutou Abdelkader; Tian Xianbin; Fernandez Rose; Morozov Alex; Ramkumar Thiruvamoor; Zubel Angela,Department of Medical Oncology and; Novartis; Pfizer,kreynolds7@partners.org.
33486783,Long-Term Pooled Safety Analysis of Palbociclib in Combination with Endocrine Therapy for Hormone Receptor-Positive/Human Epidermal Growth Factor Receptor 2-Negative Advanced Breast Cancer: Updated Analysis with up to 5 Years of Follow-Up.,2021-05-01,Schnell Patrick; Lu Dongrui R; Gauthier Eric; Bananis Eustratios,Pfizer,None
24880774,"Towards new methods for the determination of dose limiting toxicities and the assessment of the recommended dose for further studies of molecularly targeted agents--dose-Limiting Toxicity and Toxicity Assessment Recommendation Group for Early Trials of Targeted therapies, an European Organisation for Research and Treatment of Cancer-led study.",2014-08-01,Mancini Pierre,Roche TCRC,Sophie.postel-vinay@gustaveroussy.fr.
38642245,Real-world progression-free survival and overall survival of palbociclib plus endocrine therapy (ET) in Japanese patients with hormone receptor-positive/human epidermal growth factor receptor 2-negative advanced breast cancer in the first-line or second-line setting: an observational study.,2024-07-01,Kosaka Nobuyoshi; Tajima Kentaro,Pfizer Japan,nmasuda@alpha.ocn.ne.jp.
